id,video_id,path,overall,intonation,tone,timing,technique,chunk_start,chunk_end,url,original_id,augment_idx
d1a15fe5_7_aug01,d1a15fe5,data/audio_augmented_all/d1a15fe5_7_aug01.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_7,1
d1a15fe5_7_aug02,d1a15fe5,data/audio_augmented_all/d1a15fe5_7_aug02.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_7,2
d1a15fe5_7_aug03,d1a15fe5,data/audio_augmented_all/d1a15fe5_7_aug03.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_7,3
d1a15fe5_7_aug04,d1a15fe5,data/audio_augmented_all/d1a15fe5_7_aug04.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_7,4
d1a15fe5_7_aug05,d1a15fe5,data/audio_augmented_all/d1a15fe5_7_aug05.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_7,5
d1a15fe5_7_aug06,d1a15fe5,data/audio_augmented_all/d1a15fe5_7_aug06.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_7,6
d1a15fe5_7_aug07,d1a15fe5,data/audio_augmented_all/d1a15fe5_7_aug07.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_7,7
d1a15fe5_8_aug00,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug00.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,0
d1a15fe5_8_aug01,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug01.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,1
d1a15fe5_8_aug02,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug02.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,2
d1a15fe5_8_aug03,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug03.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,3
d1a15fe5_8_aug04,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug04.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,4
d1a15fe5_8_aug05,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug05.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,5
d1a15fe5_8_aug06,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug06.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,6
d1a15fe5_8_aug07,d1a15fe5,data/audio_augmented_all/d1a15fe5_8_aug07.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=9ECUGstamCg,d1a15fe5_8,7
dc88cb7f_0_aug00,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug00.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,0
dc88cb7f_0_aug01,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug01.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,1
dc88cb7f_0_aug02,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug02.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,2
dc88cb7f_0_aug03,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug03.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,3
dc88cb7f_0_aug04,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug04.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,4
dc88cb7f_0_aug05,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug05.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,5
dc88cb7f_0_aug06,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug06.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,6
dc88cb7f_0_aug07,dc88cb7f,data/audio_augmented_all/dc88cb7f_0_aug07.wav,,,,,,0.0,15.6,https://www.youtube.com/watch?v=iIpn-OUq5QY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=1&pp=iAQB,dc88cb7f_0,7
0af7df9b_0_aug00,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug00.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,0
0af7df9b_0_aug01,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug01.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,1
0af7df9b_0_aug02,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug02.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,2
0af7df9b_0_aug03,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug03.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,3
0af7df9b_0_aug04,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug04.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,4
0af7df9b_0_aug05,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug05.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,5
0af7df9b_0_aug06,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug06.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,6
0af7df9b_0_aug07,0af7df9b,data/audio_augmented_all/0af7df9b_0_aug07.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_0,7
0af7df9b_4_aug00,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug00.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,0
0af7df9b_4_aug01,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug01.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,1
0af7df9b_4_aug02,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug02.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,2
0af7df9b_4_aug03,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug03.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,3
0af7df9b_4_aug04,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug04.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,4
0af7df9b_4_aug05,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug05.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,5
0af7df9b_4_aug06,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug06.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,6
0af7df9b_4_aug07,0af7df9b,data/audio_augmented_all/0af7df9b_4_aug07.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_4,7
0af7df9b_2_aug00,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug00.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,0
0af7df9b_2_aug01,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug01.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,1
0af7df9b_2_aug02,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug02.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,2
0af7df9b_2_aug03,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug03.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,3
0af7df9b_2_aug04,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug04.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,4
0af7df9b_2_aug05,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug05.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,5
0af7df9b_2_aug06,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug06.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,6
0af7df9b_2_aug07,0af7df9b,data/audio_augmented_all/0af7df9b_2_aug07.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_2,7
0af7df9b_1_aug00,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug00.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,0
0af7df9b_1_aug01,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug01.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,1
0af7df9b_1_aug02,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug02.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,2
0af7df9b_1_aug03,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug03.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,3
0af7df9b_1_aug04,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug04.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,4
0af7df9b_1_aug05,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug05.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,5
0af7df9b_1_aug06,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug06.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,6
0af7df9b_1_aug07,0af7df9b,data/audio_augmented_all/0af7df9b_1_aug07.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_1,7
0af7df9b_3_aug00,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug00.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,0
0af7df9b_3_aug01,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug01.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,1
0af7df9b_3_aug02,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug02.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,2
0af7df9b_3_aug03,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug03.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,3
0af7df9b_3_aug04,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug04.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,4
0af7df9b_3_aug05,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug05.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,5
0af7df9b_3_aug06,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug06.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,6
0af7df9b_3_aug07,0af7df9b,data/audio_augmented_all/0af7df9b_3_aug07.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_3,7
0af7df9b_5_aug00,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug00.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,0
0af7df9b_5_aug01,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug01.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,1
0af7df9b_5_aug02,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug02.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,2
0af7df9b_5_aug03,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug03.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,3
0af7df9b_5_aug04,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug04.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,4
0af7df9b_5_aug05,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug05.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,5
0af7df9b_5_aug06,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug06.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,6
0af7df9b_5_aug07,0af7df9b,data/audio_augmented_all/0af7df9b_5_aug07.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_5,7
0af7df9b_6_aug00,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug00.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,0
0af7df9b_6_aug01,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug01.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,1
0af7df9b_6_aug02,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug02.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,2
0af7df9b_6_aug03,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug03.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,3
0af7df9b_6_aug04,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug04.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,4
0af7df9b_6_aug05,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug05.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,5
0af7df9b_6_aug06,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug06.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,6
0af7df9b_6_aug07,0af7df9b,data/audio_augmented_all/0af7df9b_6_aug07.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=SaNoXU-XGKw,0af7df9b_6,7
