id,video_id,path,overall,intonation,tone,timing,technique,chunk_start,chunk_end,url
0af7df9b_10,0af7df9b,audio/0af7df9b_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_11,0af7df9b,audio/0af7df9b_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_12,0af7df9b,audio/0af7df9b_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_13,0af7df9b,audio/0af7df9b_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_14,0af7df9b,audio/0af7df9b_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_15,0af7df9b,audio/0af7df9b_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_16,0af7df9b,audio/0af7df9b_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_17,0af7df9b,audio/0af7df9b_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
0af7df9b_18,0af7df9b,audio/0af7df9b_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=SaNoXU-XGKw
570eaa61_0,570eaa61,audio/570eaa61_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_1,570eaa61,audio/570eaa61_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_2,570eaa61,audio/570eaa61_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_3,570eaa61,audio/570eaa61_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_4,570eaa61,audio/570eaa61_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_5,570eaa61,audio/570eaa61_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_6,570eaa61,audio/570eaa61_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_7,570eaa61,audio/570eaa61_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_8,570eaa61,audio/570eaa61_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_9,570eaa61,audio/570eaa61_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
570eaa61_10,570eaa61,audio/570eaa61_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=kEQMaND25do&list=PLV_Vag0dJMxe8P0sOYcZNU70vtbenew7i&index=2&pp=iAQB8AUB
a84845ab_0,a84845ab,audio/a84845ab_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=csEX_eHWdfY&list=PLXRtBK8So8pdg8WuuIgPeJFhjdM9q1MFS&index=2&pp=iAQB8AUB
a84845ab_1,a84845ab,audio/a84845ab_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=csEX_eHWdfY&list=PLXRtBK8So8pdg8WuuIgPeJFhjdM9q1MFS&index=2&pp=iAQB8AUB
e5af0aaa_0,e5af0aaa,audio/e5af0aaa_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=41Y0XXNbi58&list=PL12_kXauSYJfwo08P683oV3VJpBJ3qb4t&index=1&pp=iAQB8AUB0gcJCRUKAYcqIYzv
e5af0aaa_1,e5af0aaa,audio/e5af0aaa_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=41Y0XXNbi58&list=PL12_kXauSYJfwo08P683oV3VJpBJ3qb4t&index=1&pp=iAQB8AUB0gcJCRUKAYcqIYzv
7f4d9046_0,7f4d9046,audio/7f4d9046_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_1,7f4d9046,audio/7f4d9046_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_2,7f4d9046,audio/7f4d9046_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_3,7f4d9046,audio/7f4d9046_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_4,7f4d9046,audio/7f4d9046_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_5,7f4d9046,audio/7f4d9046_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_6,7f4d9046,audio/7f4d9046_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_7,7f4d9046,audio/7f4d9046_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_8,7f4d9046,audio/7f4d9046_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_9,7f4d9046,audio/7f4d9046_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_10,7f4d9046,audio/7f4d9046_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_11,7f4d9046,audio/7f4d9046_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_12,7f4d9046,audio/7f4d9046_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_13,7f4d9046,audio/7f4d9046_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_14,7f4d9046,audio/7f4d9046_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_15,7f4d9046,audio/7f4d9046_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_16,7f4d9046,audio/7f4d9046_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_17,7f4d9046,audio/7f4d9046_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
7f4d9046_18,7f4d9046,audio/7f4d9046_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=5aTAyDRtqVY&list=PLy1o2n1MiG9eyo8AclKeDClAhlA3m3E8S&index=1&pp=iAQB
ab1766ec_0,ab1766ec,audio/ab1766ec_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=aQgbLuOsaCI&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=2&pp=iAQB
ab1766ec_1,ab1766ec,audio/ab1766ec_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=aQgbLuOsaCI&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=2&pp=iAQB
ab1766ec_2,ab1766ec,audio/ab1766ec_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=aQgbLuOsaCI&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=2&pp=iAQB
ab1766ec_3,ab1766ec,audio/ab1766ec_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=aQgbLuOsaCI&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=2&pp=iAQB
ab1766ec_4,ab1766ec,audio/ab1766ec_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=aQgbLuOsaCI&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=2&pp=iAQB
ab1766ec_5,ab1766ec,audio/ab1766ec_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=aQgbLuOsaCI&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=2&pp=iAQB
3ea977b6_0,3ea977b6,audio/3ea977b6_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_1,3ea977b6,audio/3ea977b6_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_2,3ea977b6,audio/3ea977b6_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_3,3ea977b6,audio/3ea977b6_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_4,3ea977b6,audio/3ea977b6_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_5,3ea977b6,audio/3ea977b6_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_6,3ea977b6,audio/3ea977b6_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_7,3ea977b6,audio/3ea977b6_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_8,3ea977b6,audio/3ea977b6_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_9,3ea977b6,audio/3ea977b6_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_10,3ea977b6,audio/3ea977b6_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_11,3ea977b6,audio/3ea977b6_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_12,3ea977b6,audio/3ea977b6_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_13,3ea977b6,audio/3ea977b6_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_14,3ea977b6,audio/3ea977b6_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_15,3ea977b6,audio/3ea977b6_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_16,3ea977b6,audio/3ea977b6_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_17,3ea977b6,audio/3ea977b6_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_18,3ea977b6,audio/3ea977b6_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
3ea977b6_19,3ea977b6,audio/3ea977b6_19.wav,,,,,,380.0,400.0,https://www.youtube.com/watch?v=s2D_QsI3hsY&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=3&pp=iAQB
edec44b9_0,edec44b9,audio/edec44b9_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=P0bs6MxSZdE&list=PLelNtvee8wkpgCXejzHOp0rhsV4IRed7j&index=4&pp=iAQB
d134069e_0,d134069e,audio/d134069e_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_1,d134069e,audio/d134069e_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_2,d134069e,audio/d134069e_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_3,d134069e,audio/d134069e_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_4,d134069e,audio/d134069e_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_5,d134069e,audio/d134069e_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_6,d134069e,audio/d134069e_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_7,d134069e,audio/d134069e_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_8,d134069e,audio/d134069e_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_9,d134069e,audio/d134069e_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_10,d134069e,audio/d134069e_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_11,d134069e,audio/d134069e_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_12,d134069e,audio/d134069e_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_13,d134069e,audio/d134069e_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_14,d134069e,audio/d134069e_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_15,d134069e,audio/d134069e_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_16,d134069e,audio/d134069e_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_17,d134069e,audio/d134069e_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_18,d134069e,audio/d134069e_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_19,d134069e,audio/d134069e_19.wav,,,,,,380.0,400.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_20,d134069e,audio/d134069e_20.wav,,,,,,400.0,420.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_21,d134069e,audio/d134069e_21.wav,,,,,,420.0,440.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_22,d134069e,audio/d134069e_22.wav,,,,,,440.0,460.0,https://www.youtube.com/watch?v=yMh137wgS0Y
d134069e_23,d134069e,audio/d134069e_23.wav,,,,,,460.0,480.0,https://www.youtube.com/watch?v=yMh137wgS0Y
ea7a0339_0,ea7a0339,audio/ea7a0339_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_1,ea7a0339,audio/ea7a0339_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_2,ea7a0339,audio/ea7a0339_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_3,ea7a0339,audio/ea7a0339_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_4,ea7a0339,audio/ea7a0339_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_5,ea7a0339,audio/ea7a0339_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_6,ea7a0339,audio/ea7a0339_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_7,ea7a0339,audio/ea7a0339_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_8,ea7a0339,audio/ea7a0339_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_9,ea7a0339,audio/ea7a0339_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_10,ea7a0339,audio/ea7a0339_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_11,ea7a0339,audio/ea7a0339_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_12,ea7a0339,audio/ea7a0339_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_13,ea7a0339,audio/ea7a0339_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_14,ea7a0339,audio/ea7a0339_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_15,ea7a0339,audio/ea7a0339_15.wav,,,,,,300.0,320.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_16,ea7a0339,audio/ea7a0339_16.wav,,,,,,320.0,340.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_17,ea7a0339,audio/ea7a0339_17.wav,,,,,,340.0,360.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_18,ea7a0339,audio/ea7a0339_18.wav,,,,,,360.0,380.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_19,ea7a0339,audio/ea7a0339_19.wav,,,,,,380.0,400.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_20,ea7a0339,audio/ea7a0339_20.wav,,,,,,400.0,420.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_21,ea7a0339,audio/ea7a0339_21.wav,,,,,,420.0,440.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_22,ea7a0339,audio/ea7a0339_22.wav,,,,,,440.0,460.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_23,ea7a0339,audio/ea7a0339_23.wav,,,,,,460.0,480.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_24,ea7a0339,audio/ea7a0339_24.wav,,,,,,480.0,500.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_25,ea7a0339,audio/ea7a0339_25.wav,,,,,,500.0,520.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_26,ea7a0339,audio/ea7a0339_26.wav,,,,,,520.0,540.0,https://www.youtube.com/watch?v=2pvdlETDVIA
ea7a0339_27,ea7a0339,audio/ea7a0339_27.wav,,,,,,540.0,560.0,https://www.youtube.com/watch?v=2pvdlETDVIA
488ea46a_0,488ea46a,audio/488ea46a_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_1,488ea46a,audio/488ea46a_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_2,488ea46a,audio/488ea46a_2.wav,,,,,,40.0,60.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_3,488ea46a,audio/488ea46a_3.wav,,,,,,60.0,80.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_4,488ea46a,audio/488ea46a_4.wav,,,,,,80.0,100.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_5,488ea46a,audio/488ea46a_5.wav,,,,,,100.0,120.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_6,488ea46a,audio/488ea46a_6.wav,,,,,,120.0,140.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_7,488ea46a,audio/488ea46a_7.wav,,,,,,140.0,160.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_8,488ea46a,audio/488ea46a_8.wav,,,,,,160.0,180.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_9,488ea46a,audio/488ea46a_9.wav,,,,,,180.0,200.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_10,488ea46a,audio/488ea46a_10.wav,,,,,,200.0,220.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_11,488ea46a,audio/488ea46a_11.wav,,,,,,220.0,240.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_12,488ea46a,audio/488ea46a_12.wav,,,,,,240.0,260.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_13,488ea46a,audio/488ea46a_13.wav,,,,,,260.0,280.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
488ea46a_14,488ea46a,audio/488ea46a_14.wav,,,,,,280.0,300.0,https://www.youtube.com/watch?v=QhB8zfc8BSs
82f4bf36_0,82f4bf36,audio/82f4bf36_0.wav,,,,,,0.0,20.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
82f4bf36_1,82f4bf36,audio/82f4bf36_1.wav,,,,,,20.0,40.0,https://www.youtube.com/watch?v=_GCY8BXSpPg
